Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Shipping Cost,Order Priority
ES-2014-3371188,27/01/2014,29/01/2014,Second Class,BW-11110,21.27,High
CA-2012-137071,20/12/2012,21/12/2012,First Class,ED-13885,21.27,High
TU-2012-4890,01/09/2012,06/09/2012,Standard Class,AI-855,21.27,Medium
IN-2014-40386,03/09/2014,05/09/2014,Second Class,BG-11035,21.26,High
CA-2014-155740,31/07/2014,03/08/2014,First Class,TC-21475,21.26,High
IN-2014-80776,05/05/2014,12/05/2014,Standard Class,TB-21355,21.25,Medium
CA-2013-4660,16/12/2013,22/12/2013,Standard Class,MK-7905,21.25,Medium
IN-2014-31321,27/10/2014,03/11/2014,Standard Class,JR-16210,21.23,Medium
ES-2014-3380674,14/01/2014,18/01/2014,Standard Class,EM-13825,21.22,Medium
ID-2013-57004,01/11/2013,06/11/2013,Standard Class,JH-15820,21.22,Medium
IN-2011-45020,19/01/2011,23/01/2011,Standard Class,PW-19030,21.22,Medium
ID-2012-37005,24/10/2012,30/10/2012,Standard Class,SH-20395,21.22,Medium
IN-2011-49563,30/08/2011,01/09/2011,Second Class,CA-12265,21.21,High
IN-2011-28920,17/08/2011,19/08/2011,First Class,RS-19420,21.21,Critical
CA-2014-150910,23/12/2014,29/12/2014,Standard Class,JL-15130,21.21,Medium
IN-2013-16390,11/01/2013,15/01/2013,Second Class,BD-11620,21.2,High
CA-2011-124723,05/08/2011,12/08/2011,Standard Class,GZ-14470,21.2,Medium
MX-2011-162635,08/11/2011,08/11/2011,Same Day,OT-18730,21.19,Medium
ES-2013-3980089,23/09/2013,27/09/2013,Standard Class,LP-17095,21.19,Medium
IN-2013-86740,24/08/2013,28/08/2013,Standard Class,CM-12655,21.18,High
IN-2014-21087,07/03/2014,12/03/2014,Standard Class,PO-19195,21.17,High
MX-2013-143119,08/03/2013,13/03/2013,Second Class,TS-21085,21.16,Medium
MX-2012-163279,01/06/2012,03/06/2012,Second Class,RD-19930,21.15,Critical
IT-2012-4297670,10/09/2012,14/09/2012,Second Class,AS-10135,21.15,Medium
ES-2011-4479011,06/12/2011,06/12/2011,Same Day,BT-11680,21.15,High
IN-2014-74224,04/06/2014,10/06/2014,Standard Class,CM-12115,21.15,Medium
ID-2011-38832,15/01/2011,15/01/2011,Same Day,MC-18100,21.15,Critical
GH-2012-190,28/08/2012,01/09/2012,Standard Class,RA-9945,21.15,High
EG-2014-6740,07/10/2014,12/10/2014,Second Class,GH-4485,21.15,Medium
MO-2014-2280,11/04/2014,15/04/2014,Standard Class,PW-9030,21.15,High
MX-2013-135664,08/12/2013,12/12/2013,Standard Class,BH-11710,21.15,High
MX-2013-140795,10/07/2013,12/07/2013,First Class,RC-19825,21.14,High
MX-2014-137323,09/06/2014,14/06/2014,Standard Class,PP-18955,21.14,High
CA-2014-162173,27/10/2014,02/11/2014,Standard Class,OT-18730,21.14,Medium
MO-2011-8160,23/11/2011,29/11/2011,Standard Class,KT-6465,21.14,Medium
IN-2014-78802,07/05/2014,11/05/2014,Standard Class,TC-21475,21.13,High
CG-2012-3820,24/07/2012,28/07/2012,Standard Class,TS-11085,21.13,High
SF-2014-5410,29/01/2014,02/02/2014,Standard Class,AC-450,21.12,Medium
MX-2014-125570,19/08/2014,24/08/2014,Standard Class,BD-11500,21.12,High
ES-2014-5830221,22/03/2014,24/03/2014,Second Class,TG-21310,21.11,Critical
IT-2014-5792533,06/08/2014,08/08/2014,First Class,SC-20845,21.11,Medium
MX-2013-166674,12/06/2013,17/06/2013,Standard Class,LC-16870,21.11,Medium
ES-2014-3937023,28/11/2014,04/12/2014,Standard Class,KB-16240,21.1,Low
IN-2012-73216,12/12/2012,14/12/2012,Second Class,BW-11110,21.1,Medium
IN-2013-80048,24/05/2013,28/05/2013,Standard Class,NC-18625,21.1,High
US-2013-151260,12/12/2013,15/12/2013,First Class,SC-20695,21.1,Critical
CM-2012-4180,06/01/2012,09/01/2012,First Class,PF-9225,21.1,Critical
MX-2011-103184,29/06/2011,03/07/2011,Standard Class,AG-10270,21.1,High
IN-2012-85389,08/05/2012,13/05/2012,Standard Class,TA-21385,21.09,Medium
EG-2013-1750,26/11/2013,30/11/2013,Standard Class,EH-4125,21.09,Medium
US-2012-105753,31/07/2012,05/08/2012,Second Class,SL-20155,21.08,High
US-2013-144547,11/11/2013,15/11/2013,Standard Class,MS-17770,21.08,High
US-2014-160465,22/07/2014,27/07/2014,Standard Class,SW-20350,21.08,Medium
CA-2014-117870,28/01/2014,31/01/2014,Second Class,JH-15820,21.07,High
US-2012-149629,17/07/2012,20/07/2012,Second Class,MP-17965,21.07,Medium
LH-2012-3950,10/03/2012,14/03/2012,Standard Class,RP-9855,21.07,High
ES-2011-5743387,06/07/2011,06/07/2011,Same Day,CG-12520,21.06,High
ID-2013-11462,27/02/2013,03/03/2013,Second Class,MK-17905,21.06,High
TU-2014-2480,23/05/2014,23/05/2014,Same Day,RB-9360,21.06,Medium
IN-2014-72985,23/12/2014,28/12/2014,Standard Class,TS-21340,21.05,High
IN-2012-48366,28/10/2012,30/10/2012,Second Class,DP-13165,21.05,Medium
ID-2014-86733,27/11/2014,02/12/2014,Standard Class,EJ-14155,21.05,Medium
MX-2012-115602,10/07/2012,10/07/2012,Same Day,BF-11005,21.05,Medium
MX-2013-111668,24/09/2013,27/09/2013,First Class,ML-17395,21.04,Medium
IT-2011-5521557,21/07/2011,25/07/2011,Second Class,DL-12865,21.04,High
IN-2013-59020,11/11/2013,18/11/2013,Standard Class,AS-10225,21.04,Medium
MX-2011-112795,20/06/2011,26/06/2011,Standard Class,RB-19465,21.04,Medium
ES-2011-1749151,13/06/2011,18/06/2011,Second Class,LC-16870,21.03,Medium
ES-2011-4606457,12/08/2011,15/08/2011,First Class,RD-19810,21.03,High
EG-2013-5090,27/07/2013,01/08/2013,Standard Class,SC-10095,21.03,Medium
GH-2012-2460,20/08/2012,22/08/2012,Second Class,BT-1305,21.03,High
AO-2012-3210,27/09/2012,02/10/2012,Standard Class,JE-5745,21.03,Medium
MX-2014-117569,17/09/2014,23/09/2014,Standard Class,NC-18415,21.03,Medium
IT-2014-5162314,12/03/2014,19/03/2014,Standard Class,DN-13690,21.02,Medium
ID-2012-40743,12/07/2012,16/07/2012,Standard Class,GZ-14470,21.02,Medium
NI-2013-3780,27/09/2013,30/09/2013,Second Class,TD-10995,21.02,Critical
US-2014-117044,27/10/2014,29/10/2014,Second Class,BH-11710,21.01,High
ID-2012-38503,15/03/2012,15/03/2012,Same Day,EM-13960,21,High
SG-2014-1600,24/02/2014,27/02/2014,Second Class,JM-5655,21,High
IZ-2014-7340,17/03/2014,18/03/2014,First Class,PA-9060,21,High
IN-2013-62828,30/01/2013,01/02/2013,Second Class,AB-10150,20.99,High
MX-2011-150854,31/10/2011,02/11/2011,First Class,ST-20530,20.98,High
CA-2014-152310,13/08/2014,20/08/2014,Standard Class,DK-12895,20.98,Medium
MX-2012-120376,25/05/2012,31/05/2012,Standard Class,NS-18505,20.97,Medium
IT-2013-2603297,11/05/2013,15/05/2013,Standard Class,TP-21565,20.97,Medium
IN-2014-52293,01/10/2014,07/10/2014,Standard Class,SV-20785,20.97,Medium
ID-2014-15025,20/08/2014,26/08/2014,Standard Class,CC-12430,20.97,Medium
CA-2012-163965,20/11/2012,27/11/2012,Standard Class,SS-20875,20.97,Low
EG-2013-8100,26/09/2013,30/09/2013,Standard Class,PS-9045,20.97,Medium
KZ-2013-7130,31/10/2013,03/11/2013,First Class,SC-10695,20.97,High
ES-2013-3109023,27/09/2013,02/10/2013,Standard Class,ES-14020,20.96,High
CA-2011-156349,26/05/2011,30/05/2011,Standard Class,ML-17395,20.96,High
MX-2012-128755,26/12/2012,30/12/2012,Standard Class,KF-16285,20.95,Medium
MX-2014-128531,30/11/2014,30/11/2014,Same Day,MC-17575,20.95,Medium
IT-2011-5027623,26/07/2011,01/08/2011,Standard Class,SF-20200,20.95,Low
ES-2012-5024975,03/12/2012,06/12/2012,First Class,NG-18430,20.95,High
IN-2011-44593,14/04/2011,14/04/2011,Same Day,LR-16915,20.95,Medium
TU-2013-5040,14/06/2013,18/06/2013,Standard Class,RB-9705,20.95,High
MX-2014-114727,06/10/2014,13/10/2014,Standard Class,SS-20140,20.95,Medium
IT-2013-3005581,23/04/2013,30/04/2013,Standard Class,AJ-10780,20.94,Medium
CA-2011-106810,14/05/2011,20/05/2011,Standard Class,AJ-10795,20.94,Medium
ES-2014-5091205,19/08/2014,23/08/2014,Second Class,DL-13315,20.93,Medium
UP-2013-7360,24/10/2013,31/10/2013,Standard Class,RF-9840,20.93,Low
IR-2011-9150,20/01/2011,22/01/2011,First Class,IM-5070,20.93,Medium
ES-2013-3078948,10/10/2013,14/10/2013,Standard Class,SH-20395,20.92,Medium
US-2014-134075,04/08/2014,08/08/2014,Standard Class,LR-16915,20.91,High
IN-2013-59748,14/06/2013,19/06/2013,Standard Class,TR-21325,20.91,Medium
UP-2014-1400,26/09/2014,02/10/2014,Standard Class,IM-5070,20.91,Medium
MX-2012-126928,13/03/2012,15/03/2012,Second Class,TN-21040,20.9,Medium
IT-2011-2396037,27/12/2011,01/01/2012,Standard Class,CM-12190,20.9,Medium
IN-2012-79411,19/07/2012,25/07/2012,Standard Class,GH-14665,20.9,Medium
IN-2012-36655,30/05/2012,03/06/2012,Standard Class,AP-10915,20.9,Medium
IT-2012-2166139,08/11/2012,14/11/2012,Standard Class,IG-15085,20.89,Low
US-2013-130092,25/04/2013,25/04/2013,Same Day,LD-16855,20.88,High
PL-2013-7840,07/11/2013,12/11/2013,Second Class,DK-3375,20.88,High
ES-2014-2397033,10/03/2014,14/03/2014,Standard Class,MJ-17740,20.87,Medium
IR-2013-9270,17/12/2013,19/12/2013,First Class,MM-8055,20.87,Critical
CA-2013-169943,20/05/2013,25/05/2013,Standard Class,BN-11515,20.86,Medium
AU-2012-7410,16/07/2012,20/07/2012,Standard Class,LA-6780,20.86,Medium
US-2012-164546,04/07/2012,08/07/2012,Standard Class,EM-13810,20.85,Medium
MX-2011-115014,03/11/2011,09/11/2011,Standard Class,DN-13690,20.84,Medium
ES-2014-4134792,11/09/2014,15/09/2014,Standard Class,AZ-10750,20.83,Medium
ES-2013-4065837,21/11/2013,21/11/2013,Same Day,JH-16180,20.83,Medium
SU-2014-3450,07/11/2014,14/11/2014,Standard Class,EB-4170,20.83,Medium
SF-2014-2490,14/03/2014,14/03/2014,Same Day,MR-7545,20.83,Critical
ES-2011-3979558,12/03/2011,17/03/2011,Standard Class,HK-14890,20.82,Medium
UP-2012-8290,08/11/2012,12/11/2012,Standard Class,CT-1995,20.82,Medium
ES-2012-2404634,27/10/2012,27/10/2012,Same Day,FH-14365,20.81,Medium
SF-2013-490,11/06/2013,17/06/2013,Standard Class,KL-6645,20.81,Medium
ES-2013-4550309,07/06/2013,11/06/2013,Standard Class,BN-11515,20.8,High
IR-2011-6390,06/09/2011,10/09/2011,Standard Class,AR-510,20.8,High
MX-2013-102036,20/09/2013,24/09/2013,Standard Class,RE-19450,20.79,Medium
ES-2012-5600285,04/09/2012,04/09/2012,Same Day,BD-11620,20.78,Medium
ID-2012-61071,22/08/2012,27/08/2012,Standard Class,TG-21640,20.78,Medium
NI-2012-6350,08/12/2012,09/12/2012,First Class,DG-3300,20.78,Medium
MX-2014-116330,26/11/2014,29/11/2014,Second Class,GH-14665,20.78,Critical
US-2014-119515,20/11/2014,22/11/2014,Second Class,DC-12850,20.77,Critical
CA-2012-168004,04/10/2012,09/10/2012,Second Class,DJ-13420,20.77,Medium
EZ-2012-2340,24/11/2012,28/11/2012,Standard Class,SF-10200,20.77,High
ES-2014-3914489,23/05/2014,26/05/2014,Second Class,SP-20650,20.76,Medium
IN-2013-62723,15/09/2013,15/09/2013,Same Day,SJ-20500,20.76,High
US-2011-117135,21/06/2011,23/06/2011,Second Class,NP-18325,20.76,High
TZ-2013-8210,24/01/2013,24/01/2013,Same Day,MG-7695,20.76,High
MX-2012-156776,14/11/2012,19/11/2012,Second Class,NC-18625,20.75,Medium
KE-2013-1340,13/02/2013,19/02/2013,Standard Class,JL-5505,20.75,Medium
MX-2011-156237,30/06/2011,05/07/2011,Standard Class,SK-19990,20.74,Medium
US-2011-147529,25/06/2011,01/07/2011,Standard Class,CT-11995,20.74,Medium
MX-2013-135090,18/05/2013,23/05/2013,Standard Class,DK-13090,20.74,Medium
MX-2012-120537,06/09/2012,11/09/2012,Standard Class,VP-21730,20.73,High
ID-2013-24804,04/08/2013,08/08/2013,Standard Class,RH-19495,20.73,Medium
ID-2013-53007,27/08/2013,29/08/2013,First Class,TS-21340,20.72,Medium
IN-2012-59188,22/11/2012,29/11/2012,Standard Class,AJ-10945,20.71,Low
CA-2012-4560,24/12/2012,26/12/2012,First Class,PR-8880,20.71,High
ES-2014-1160253,30/09/2014,03/10/2014,Second Class,AH-10195,20.69,High
IN-2013-17524,10/12/2013,17/12/2013,Standard Class,GM-14440,20.69,Low
IN-2011-13632,08/07/2011,13/07/2011,Standard Class,RC-19825,20.69,Medium
CM-2014-4460,15/06/2014,19/06/2014,Standard Class,JJ-5445,20.69,High
IT-2012-5245986,15/03/2012,16/03/2012,First Class,MC-17635,20.68,High
CA-2011-167927,21/01/2011,27/01/2011,Standard Class,XP-21865,20.68,Medium
US-2014-124695,21/07/2014,26/07/2014,Standard Class,DJ-13510,20.68,High
ID-2011-43977,27/12/2011,01/01/2012,Standard Class,CM-12115,20.67,Medium
US-2011-116358,15/07/2011,21/07/2011,Standard Class,TS-21340,20.67,Medium
IT-2014-5285883,06/12/2014,12/12/2014,Standard Class,PB-19210,20.66,Medium
IV-2014-5760,11/09/2014,16/09/2014,Standard Class,EH-3945,20.66,Medium
MX-2012-101000,22/11/2012,28/11/2012,Standard Class,DB-13360,20.65,Medium
ID-2013-36662,22/07/2013,22/07/2013,Same Day,TG-21310,20.65,High
IN-2014-64410,09/08/2014,13/08/2014,Standard Class,LA-16780,20.65,Medium
CA-2014-112039,26/03/2014,30/03/2014,Standard Class,JC-15775,20.65,Medium
CA-2013-115525,26/07/2013,30/07/2013,Standard Class,RR-19525,20.65,Medium
CA-2013-103107,05/07/2013,05/07/2013,Same Day,RB-19465,20.65,Medium
ES-2011-3848439,05/01/2011,07/01/2011,First Class,MG-17890,20.64,Medium
IN-2014-52930,30/04/2014,05/05/2014,Standard Class,TZ-21580,20.64,Medium
SF-2014-7280,18/07/2014,24/07/2014,Standard Class,SL-10155,20.64,Low
ES-2012-2826975,14/08/2012,19/08/2012,Standard Class,CD-12280,20.63,Medium
ES-2011-3394310,16/12/2011,19/12/2011,Second Class,KA-16525,20.63,Medium
IN-2012-26134,24/03/2012,31/03/2012,Standard Class,PT-19090,20.63,Low
CA-2014-116939,26/09/2014,30/09/2014,Standard Class,AG-10900,20.63,High
CA-2012-157805,31/08/2012,04/09/2012,Standard Class,RH-19510,20.63,Medium
MO-2014-8000,19/11/2014,23/11/2014,Standard Class,DO-3435,20.63,Medium
UZ-2014-110,15/09/2014,19/09/2014,Second Class,DK-2835,20.63,Medium
MX-2012-113523,22/06/2012,22/06/2012,Same Day,RF-19840,20.63,High
MX-2014-139157,09/08/2014,14/08/2014,Second Class,AS-10240,20.63,Medium
MX-2014-144806,26/09/2014,28/09/2014,Second Class,DM-13015,20.63,High
IN-2013-58481,11/11/2013,15/11/2013,Standard Class,LS-17230,20.62,High
CA-2011-167850,09/08/2011,16/08/2011,Standard Class,AG-10525,20.62,Low
CA-2014-115105,07/02/2014,12/02/2014,Standard Class,BD-11770,20.62,Medium
CA-2014-165904,08/04/2014,12/04/2014,Standard Class,HR-14770,20.62,High
CA-2014-163860,29/12/2014,02/01/2015,Standard Class,LO-17170,20.61,High
IN-2014-26260,07/05/2014,09/05/2014,Second Class,MO-17500,20.6,Medium
IN-2012-21339,10/05/2012,10/05/2012,Same Day,LL-16840,20.6,Medium
IN-2014-30264,28/08/2014,01/09/2014,Standard Class,ON-18715,20.6,Medium
TX-2013-1390,04/12/2013,06/12/2013,Second Class,BT-1485,20.6,Medium
ES-2012-5262396,01/11/2012,04/11/2012,First Class,JK-15730,20.59,Medium
TU-2014-5450,02/09/2014,07/09/2014,Standard Class,KN-6450,20.59,Medium
CA-2014-117632,13/05/2014,19/05/2014,Standard Class,CS-12175,20.58,Medium
CA-2013-101525,02/05/2013,05/05/2013,Second Class,CM-12235,20.57,Critical
CA-2014-141572,29/05/2014,01/06/2014,Second Class,LO-17170,20.57,Medium
IS-2011-7780,20/09/2011,24/09/2011,Standard Class,TG-11640,20.57,Medium
MX-2013-169572,25/07/2013,01/08/2013,Standard Class,MS-17830,20.56,Medium
IN-2013-26750,11/10/2013,14/10/2013,Second Class,MC-17635,20.56,Critical
CA-2012-102036,21/09/2012,27/09/2012,Standard Class,CS-12130,20.56,Medium
ES-2014-5915369,30/10/2014,06/11/2014,Standard Class,AR-10510,20.55,Medium
CA-2014-135692,28/04/2014,02/05/2014,Standard Class,CV-12805,20.55,Medium
CA-2014-113908,04/06/2014,10/06/2014,Standard Class,KN-16390,20.55,Medium
CA-2014-115448,12/11/2014,15/11/2014,First Class,MH-18025,20.55,High
GV-2014-5670,25/11/2014,29/11/2014,Standard Class,RM-9675,20.55,High
CA-2014-150189,09/07/2014,11/07/2014,First Class,VG-21790,20.54,Critical
UP-2012-1240,18/08/2012,22/08/2012,Standard Class,SJ-10125,20.54,High
NI-2011-2380,02/05/2011,04/05/2011,First Class,RH-9510,20.54,Critical
ES-2013-3971877,30/05/2013,02/06/2013,Second Class,KT-16465,20.53,Medium
IN-2013-19869,04/12/2013,09/12/2013,Standard Class,PV-18985,20.53,High
CA-2014-142461,31/05/2014,04/06/2014,Second Class,KT-16480,20.53,Medium
MX-2013-155474,04/12/2013,07/12/2013,First Class,MG-17875,20.52,Medium
CA-2014-105235,06/12/2014,12/12/2014,Standard Class,SM-20950,20.52,Medium
TU-2014-8160,07/07/2014,13/07/2014,Standard Class,SC-10260,20.52,Low
US-2012-103254,09/03/2012,13/03/2012,Standard Class,IL-15100,20.52,High
IN-2012-20149,30/11/2012,06/12/2012,Standard Class,MS-17530,20.51,Medium
IN-2014-11672,16/11/2014,22/11/2014,Standard Class,TB-21175,20.51,Medium
CA-2013-114748,10/10/2013,15/10/2013,Standard Class,MZ-17335,20.51,High
IN-2014-38223,02/08/2014,07/08/2014,Standard Class,MS-17770,20.49,Medium
IN-2011-69751,19/10/2011,21/10/2011,Second Class,GM-14440,20.49,High
CA-2013-139157,02/10/2013,06/10/2013,Standard Class,GM-14680,20.49,Medium
ES-2013-3509742,01/03/2013,08/03/2013,Standard Class,BE-11335,20.48,Medium
US-2012-117492,07/08/2012,09/08/2012,First Class,NS-18640,20.48,Critical
CA-2014-161172,17/03/2014,17/03/2014,Same Day,SP-20920,20.48,High
US-2013-128650,06/12/2013,11/12/2013,Standard Class,SW-20350,20.48,Medium
US-2014-156104,22/12/2014,25/12/2014,First Class,RF-19840,20.47,High
CA-2011-146703,20/10/2011,25/10/2011,Second Class,PO-18865,20.47,Medium
US-2011-164406,15/08/2011,19/08/2011,Standard Class,BD-11605,20.47,High
SF-2014-4330,19/02/2014,22/02/2014,Second Class,SM-10905,20.47,High
MX-2014-155649,21/10/2014,21/10/2014,Same Day,LT-16765,20.46,High
IT-2012-1941104,11/06/2012,15/06/2012,Standard Class,PK-19075,20.46,Medium
IN-2012-24097,18/04/2012,22/04/2012,Standard Class,PF-19165,20.46,Medium
IN-2014-82652,16/07/2014,21/07/2014,Standard Class,BM-11140,20.46,Medium
MX-2011-131996,03/08/2011,07/08/2011,Standard Class,CM-12715,20.45,High
ES-2012-2836963,17/09/2012,23/09/2012,Standard Class,TM-21490,20.45,Medium
MX-2014-104206,12/03/2014,17/03/2014,Standard Class,BT-11395,20.45,Medium
CA-2014-135650,24/03/2014,28/03/2014,Standard Class,AC-10660,20.44,High
US-2013-102505,15/08/2013,19/08/2013,Standard Class,KB-16240,20.44,High
ES-2013-1212086,11/09/2013,13/09/2013,Second Class,TT-21265,20.43,High
IN-2011-35325,30/11/2011,03/12/2011,First Class,KL-16645,20.43,High
TU-2011-480,23/03/2011,29/03/2011,Standard Class,AJ-960,20.43,Low
NI-2013-2520,12/12/2013,18/12/2013,Standard Class,PJ-8835,20.43,Medium
ES-2014-3659838,10/05/2014,16/05/2014,Standard Class,CK-12205,20.42,Low
ID-2014-57501,19/06/2014,22/06/2014,First Class,DM-13015,20.42,Medium
IN-2012-56395,01/12/2012,07/12/2012,Standard Class,LP-17095,20.41,Medium
IN-2012-24426,19/10/2012,26/10/2012,Standard Class,HZ-14950,20.41,Medium
US-2011-132899,01/04/2011,05/04/2011,Second Class,JB-15400,20.4,Medium
MX-2011-120649,11/06/2011,14/06/2011,First Class,MT-17815,20.4,Medium
CA-2014-144456,09/09/2014,10/09/2014,First Class,FC-14245,20.4,High
IN-2012-78403,08/05/2012,14/05/2012,Standard Class,JL-15835,20.39,Medium
ES-2014-4143720,06/02/2014,06/02/2014,Same Day,LH-16900,20.38,Medium
MX-2014-115042,26/04/2014,30/04/2014,Standard Class,LD-16855,20.38,Medium
ES-2012-4687979,01/09/2012,05/09/2012,Standard Class,SD-20485,20.37,High
ES-2014-1012006,22/08/2014,24/08/2014,Second Class,TC-21295,20.37,Critical
MX-2013-100657,07/08/2013,07/08/2013,Same Day,FM-14215,20.37,High
IN-2011-47414,04/07/2011,10/07/2011,Standard Class,JS-16030,20.36,Medium
CA-2013-106278,03/09/2013,06/09/2013,Second Class,BM-11140,20.36,Medium
PL-2014-5810,12/08/2014,19/08/2014,Standard Class,AR-345,20.36,Low
PL-2014-9440,02/03/2014,05/03/2014,First Class,DR-2940,20.36,High
US-2014-122854,27/10/2014,29/10/2014,First Class,CR-12625,20.35,Critical
IT-2011-1904026,20/04/2011,27/04/2011,Standard Class,DL-12865,20.35,Medium
IT-2012-4695448,25/09/2012,30/09/2012,Standard Class,PS-18760,20.35,Medium
CA-2013-126158,26/07/2013,01/08/2013,Standard Class,SC-20095,20.35,Medium
CA-2013-131205,05/09/2013,09/09/2013,Standard Class,AA-10645,20.35,High
MX-2013-162943,26/04/2013,30/04/2013,Standard Class,RS-19765,20.34,High
ES-2013-4464084,22/08/2013,26/08/2013,Standard Class,RH-19555,20.34,Medium
CA-2013-100965,08/07/2013,12/07/2013,Standard Class,RM-19375,20.34,Medium
ES-2011-4816650,21/10/2011,27/10/2011,Standard Class,YS-21880,20.33,Medium
ES-2013-1680695,13/08/2013,20/08/2013,Standard Class,DD-13570,20.33,Medium
ES-2012-5819900,26/11/2012,30/11/2012,Standard Class,GH-14425,20.32,High
IN-2013-25798,26/08/2013,30/08/2013,Second Class,BW-11110,20.32,High
MX-2011-154326,29/04/2011,06/05/2011,Standard Class,EH-13945,20.31,Medium
ES-2012-5206109,18/12/2012,24/12/2012,Standard Class,CD-12280,20.31,Low
CA-2013-155747,15/06/2013,22/06/2013,Standard Class,JS-15685,20.31,Medium
MX-2011-126508,15/12/2011,20/12/2011,Standard Class,TG-21640,20.31,Medium
US-2014-165512,24/03/2014,28/03/2014,Standard Class,NP-18325,20.3,Medium
SA-2014-7760,02/10/2014,08/10/2014,Standard Class,MP-8175,20.3,Low
ES-2013-5242886,20/12/2013,25/12/2013,Standard Class,RC-19825,20.29,Medium
IN-2013-59552,10/01/2013,17/01/2013,Standard Class,NP-18325,20.29,Low
CA-2013-164672,09/05/2013,14/05/2013,Second Class,GB-14530,20.29,Medium
CA-2014-149895,09/09/2014,13/09/2014,Standard Class,EB-14110,20.29,High
CA-2014-129028,02/04/2014,04/04/2014,First Class,GB-14530,20.29,High
MX-2014-116652,19/08/2014,26/08/2014,Standard Class,LT-16765,20.28,Medium
IN-2012-14276,21/09/2012,24/09/2012,First Class,CS-12460,20.28,High
UP-2013-8480,30/08/2013,02/09/2013,First Class,EH-3945,20.28,Critical
AG-2014-8240,12/03/2014,16/03/2014,Standard Class,AR-570,20.27,High
MX-2014-134334,18/08/2014,23/08/2014,Standard Class,CT-11995,20.26,Medium
CA-2013-121671,18/07/2013,23/07/2013,Standard Class,AA-10480,20.26,Medium
PL-2013-5330,13/11/2013,13/11/2013,Same Day,BD-1320,20.26,Medium
US-2013-132325,10/09/2013,14/09/2013,Standard Class,PW-19030,20.26,High
MX-2012-103261,10/11/2012,14/11/2012,Standard Class,JH-16180,20.25,High
CA-2012-162950,28/06/2012,03/07/2012,Second Class,DW-13585,20.25,Medium
IN-2012-54358,21/01/2012,23/01/2012,Second Class,CS-12400,20.24,Medium
ID-2013-51691,04/07/2013,08/07/2013,Standard Class,CA-12055,20.24,High
US-2013-115756,01/11/2013,05/11/2013,Standard Class,JK-16120,20.24,High
US-2012-111283,14/11/2012,21/11/2012,Standard Class,SC-20575,20.23,Low
AO-2014-2160,20/05/2014,24/05/2014,Standard Class,LC-7050,20.23,Medium
EG-2012-9610,03/01/2012,08/01/2012,Standard Class,TP-11415,20.23,Medium
ES-2013-5880767,25/11/2013,28/11/2013,First Class,MG-18205,20.22,High
ES-2012-1705014,15/12/2012,17/12/2012,Second Class,JL-15175,20.22,High
SF-2011-2090,04/02/2011,09/02/2011,Second Class,TS-11430,20.22,Medium
MX-2013-105697,29/04/2013,01/05/2013,First Class,JO-15280,20.21,High
ES-2014-4151895,01/05/2014,04/05/2014,First Class,EH-14185,20.21,Critical
IN-2013-14759,10/10/2013,13/10/2013,Second Class,CK-12325,20.21,Medium
IN-2013-39147,19/11/2013,21/11/2013,First Class,CM-12160,20.21,Medium
CA-2013-160234,27/06/2013,04/07/2013,Standard Class,PF-19225,20.21,Low
IR-2014-4010,16/09/2014,18/09/2014,Second Class,NC-8415,20.21,High
US-2014-165687,19/12/2014,23/12/2014,Standard Class,LH-16750,20.2,Medium
ID-2014-83415,04/11/2014,09/11/2014,Second Class,DL-12925,20.2,Medium
TU-2012-2520,03/07/2012,08/07/2012,Standard Class,AG-765,20.2,Medium
US-2014-155061,04/09/2014,09/09/2014,Standard Class,MG-17680,20.19,Medium
US-2013-111598,08/10/2013,12/10/2013,Standard Class,TB-21280,20.19,Medium
CA-2014-104731,22/07/2014,28/07/2014,Standard Class,AM-10705,20.19,Medium
CA-2012-122973,18/07/2012,20/07/2012,Second Class,PJ-19015,20.19,High
MX-2011-122595,12/08/2011,14/08/2011,First Class,EM-13825,20.18,Medium
IN-2013-10181,26/03/2013,30/03/2013,Standard Class,BB-10990,20.18,High
CA-2013-116526,02/09/2013,06/09/2013,Standard Class,JA-15970,20.18,Medium
MD-2012-1540,10/02/2012,12/02/2012,Second Class,GB-4575,20.18,Medium
MX-2014-120208,24/07/2014,29/07/2014,Standard Class,CM-12445,20.18,Medium
US-2013-136840,14/11/2013,17/11/2013,First Class,GM-14455,20.17,High
IN-2014-21990,04/12/2014,06/12/2014,First Class,SM-20320,20.17,High
IN-2012-46042,22/10/2012,26/10/2012,Standard Class,KM-16225,20.17,Medium
US-2014-118941,13/08/2014,13/08/2014,Same Day,BB-11545,20.17,High
IN-2011-33351,07/02/2011,13/02/2011,Standard Class,DB-13660,20.16,Medium
IN-2014-59048,10/09/2014,17/09/2014,Standard Class,BF-11020,20.16,Low
CA-2013-113516,09/09/2013,11/09/2013,Second Class,VM-21685,20.16,Critical
IN-2013-12771,06/04/2013,10/04/2013,Standard Class,BD-11620,20.15,High
IN-2013-58915,08/08/2013,11/08/2013,First Class,HJ-14875,20.15,Medium
IN-2014-31622,21/04/2014,25/04/2014,Standard Class,SS-20590,20.15,Medium
ID-2013-63570,07/06/2013,12/06/2013,Standard Class,TR-21325,20.15,Medium
CA-2012-104241,04/01/2012,09/01/2012,Standard Class,AG-10495,20.15,High
AG-2011-3090,13/08/2011,17/08/2011,Standard Class,AH-210,20.15,Medium
